33381,13038635,310211,310211,20201217,20210308,L01,15,14,Mrs.Laurence,4,EXW,VIR60DDF,20210308,USSAC
33451,13038946,310141,310141,20201224,20210315,L01,15,12,stock order,3,EXW,VIR60DDF,20210104,Ussac
,13123132,310211,,20210102,20210308,L01,15,14,21 YOUTH PROMO,4,EXW,VIR60DDF,20210308,
,13123164,310261,,20210106,20210305,F01,15,14,IT PROMO,3,EXW,VIR50CPT50A30,20210308,
,13123177,310261,,20210106,20210305,F01,15,14,SPRING MAKEUP,3,EXW,VIR50CPT50A30,20210308,
,13123196,310261,,20210106,20210305,F01,15,14,21 YOUTH PROMO,3,EXW,VIR50CPT50A30,20210308,
,13123253,310261,,20210105,20210305,F01,15,14,21 SS PRO CARE,3,EXW,VIR50CPT50A30,20210308,
,13123308,310080,,20210104,20210308,L01,15,14,2021 PROMO ITEMS,4,FCA,VIR90DDF,20210308,
,13123318,310080,,20210104,20210308,L01,15,14,2021 HYDRA PROMO,4,FCA,VIR90DDF,20210308,
,13123330,310052,,20210105,20210309,L01,13,11,ARTICLES PROMO 2021,3,EXW,VIR60DDF,0,
,13123367,310052,,20210105,20210309,L01,13,11,2021 HYDRA PROMO,3,EXW,VIR60DDF,0,
,13123402,310052,,20210105,20210309,L01,13,11,MINI PRODUITS 2021,3,EXW,VIR60DDF,0,
33693,13123512,310028,310028,20210105,20210311,L01,15,12,310028,3,EXW,VIR67A6033A90,20210212,Ussac
33694,13123513,310003,310003,20210105,20210305,L01,15,12,Commande 04.01.2021,3,EXW,VIR90DDF,20210218,USSAC
33589,13123565,310215,310215A,20210106,20210315,L01,15,12,2021230,3,EXW,VIR60DDF,20210112,USSAC
33700,13123723,310211,310211,20210107,20210308,L01,15,14,Mrs.Laurence,4,EXW,VIR60DDF,20210308,USSAC
33772,13124982,310125,310125,20210122,20210305,L01,15,12,CDE 01/21+supportEE,1,EXW,CHQ75DDF,20210126,USSAC
,13125141,310086,,20210122,20210315,L01,14,12,PO703408 PF JAN PL,4,EXW,VIR60DDF,20210129,
34034,13125164,310194,310194,20210125,20210315,L01,15,12,Reassort 1 2021,4,FCA,VIRCPT,20210129,Ussac
34100,13125602,310052,310052,20210202,20210311,L01,15,12,cde de stock,3,EXW,VIR60DDF,20210212,USSAC
34106,13125603,310028,310028,20210202,20210311,L01,15,12,310028,3,EXW,VIR67A6033A90,20210212,Ussac
34108,13125678,310261,310261,20210203,20210305,F01,15,14,Order_KU1 2021,3,EXW,VIR50CPT50A30,20210308,USSAC
34110,13125679,310119,310119,20210203,20210309,L01,14,12,Reg. order February,3,EXW,VIR60DDF,20210209,USSAC
34096,13125798,310270,310270,20210204,20210315,L01,15,12,BOA-1,1,EXW,VIRCPT,20210218,USSAC
34123,13125891,310095,310095A,20210205,20210317,L01,15,12,04.02.2021,3,EXW,VIR60DDF,20210216,USSAC
,13125996,310211,,20210208,20210308,L01,15,14,Replacement Feb 21,4,EXW,VIR60DDF,20210308,
34113,13126009,310066,310066,20210209,20210315,L01,15,12,ME 020221,4,FCA,VIR90DDF,20210218,ROISSY CDG
34136,13126078,310028,310028,20210210,20210311,L01,15,12,310028,3,EXW,VIR67A6033A90,20210212,Ussac
34135,13126188,310208,310208,20210212,20210317,L01,15,12,spring order,3,EXW,VIRCPT,20210218,USSAC
34148,13126189,310165,310165,20210212,20210322,L01,15,12,APRO FEVRIER,1,EXW,VIR90DDF,20210217,USSAC
34188,13126332,310108,310108,20210217,20210315,L01,15,12,Vavilon,3,EXW,VIR60DDF,20210219,USSAC
,13126499,310086,,20210218,20210405,L01,13,11,PO703401 SFP USA B,1,EXW,VIR60DDF,0,
34209,13126592,310246,310246A,20210222,20210315,L01,15,12,0045/PRODERMAGE,3,EXW,VIR30DDF,20210224,Ussac
34211,13126594,310003,310003,20210222,20210305,L01,15,12,Commande 19.02.2021,3,EXW,VIR90DDF,20210304,USSAC
33871,13126668,310211,310211,20210223,20210308,L01,15,12,Mrs.Laurence,4,EXW,VIR60DDF,20210308,USSAC
34218,13126669,310212,310212,20210223,20210415,L01,15,12,Therese Mikalsen,3,EXW,VIR30DDF,20210226,USSAC
34226,13126715,310077,310077,20210223,20210305,L01,15,12,CF6446,1,FOB,VIR90DDF,20210226,MARSEILLE
34228,13126717,310051,310051,20210223,20210303,L01,15,12,March 2021 (2nd),3,EXW,VIR90DDF,20210302,USSAC
34235,13126795,310261,310261,20210225,20210305,F01,15,13,Order_2 2021,3,EXW,VIR50CPT50A30,20210308,USSAC
34247,13126859,310067,310067,20210226,20210305,L01,15,12,OAF107,3,EXW,VIR90DDF,20210304,Ussac
,13126927,310052,,20210226,20210315,L01,13,11,FOURREAUX,3,EXW,VIR60DDF,0,
34264,13127012,310052,310052,20210302,20210311,L01,13,11,cde de stock,3,EXW,VIR60DDF,0,USSAC
34265,13127013,310242,310242,20210302,20210304,L01,15,12,Regular order 20/03,3,EXW,VIR60DDF,20210304,USSAC
,13127066,310080,,20210302,20210308,L01,15,14,FOUND° DISPLAY SFC,4,FCA,VIR90DDF,20210308,
,13127071,310003,,20210302,20210308,L01,15,14,RMA 0135-21-009,9,CIP,VIR90DDF,20210308,
34273,13127122,310080,310080,20210303,20210308,L01,15,12,03/007/21,4,FCA,VIR90DDF,20210308,ROISSY
,13127141,310261,,20210303,20210303,F01,15,14,BP REGUL,3,EXW,VIR50CPT50A30,20210308,
,13127208,310066,,20210304,20210308,L01,13,11,NX FDT 2021 REG°,9,EXW,VIR90DDF,0,
,13127223,310080,,20210304,20210308,L01,15,14,SPORE SUPPORT FOC,4,FCA,VIR90DDF,20210308,
,13127349,310080,,20210308,20210315,L01,13,11,SFC FDT SAMPLES,4,FCA,VIR90DDF,0,
,13127354,310080,,20210308,20210315,L01,13,11,SFC FDT SAMPLES FOC,4,FCA,VIR90DDF,0,
34298,13127356,310209,310209,20210309,20210318,L01,12,11,dc 08-dec-2021,1,EXW,VIR60DDF,0,USSAC
34303,13127357,310028,310028,20210309,20210318,L01,12,11,310028,3,EXW,VIR67A6033A90,0,Ussac
34304,13127358,310003,310003,20210309,20210329,L01,12,11,Commande 08.03.2021,3,EXW,VIR90DDF,0,USSAC
,13212487,310197,,20120720,20131201,L01,11,11,WESTIN MARCH 2013,1,EXW,VIR90DDF,20131219,
,13310861,310197,,20130702,20130826,L01,11,11,energy Discovery kit,1,EXW,VIR90DDF,20130827,
,13315228,310068,,20130919,20131114,L01,11,11,2014 AA PROMO BOX,4,FOB,VIR60DDF,20131119,
,13316064,310156,,20131003,20131206,L01,11,11,2014 AA PROMO BOX,3,EXW,VIR60DDF,20131209,
,13316065,310068,,20131003,20140116,L01,11,11,2014 AA PROMO BOX,1,FOB,VIR60DDF,20140122,
,13316066,310053,,20131003,20131126,L01,11,11,COFFRET AA 2014,1,FOB,VIR90DDF,20131206,
,13316067,310052,,20131003,20131216,L01,11,11,COFFRET AA 2014,3,EXW,VIR60DDF,20131220,
,13316072,310060,,20131003,20131212,L01,11,11,2014 AA PROMO BOX,3,EXW,VIR75DDF,20131216,
,13316697,310141,,20131015,20131202,L01,11,11,2014 AA PROMO BOX,3,EXW,VIR60DDF,20131204,
,13316701,310156,,20131015,20131206,L01,11,11,2014 HNL,3,EXW,VIR60DDF,20131209,
,13316703,310053,,20131015,20131126,L01,11,11,LHN 2014,1,FOB,VIR90DDF,20131206,
,13316707,310074,,20131015,20140115,L01,11,11,LHN 2014,3,FCA,VIR60DDF,20140115,
,13316879,310080,,20131021,20131202,L01,11,11,Desquacrem Forte,4,FCA,VIR65DDF,0,
,13400001,310197,,20140102,20140102,L01,11,11,2014 AA PROMO BOX,1,EXW,VIR90DDF,20131219,
,13400003,310076,,20140102,20140107,L01,11,11,COFFRET AA 2014,3,FCA,VIR90DDF,20140102,
,13400004,310067,,20140102,20140102,L01,11,11,COFFRET AA 2014,3,EXW,VIR90DDF,20140103,
,13400006,310028,,20140102,20140102,L01,11,11,2014 AA PROMO BOX,3,EXW,VIR67A6033A90,20140115,
,13400007,310066,,20140102,20140325,L01,11,11,2014 AA PROMO BOX,4,FCA,VIR90DDF,20140331,
,13400008,310228,,20140102,20140117,F01,11,11,2014 AA PROMO BOX,3,EXW,VIR60DDF,20140121,
,13400009,310205,,20140102,20140215,F01,11,11,2014 AA PROMO BOX,3,EXW,VIR90DDF,20140117,
,13400010,310022,,20140102,20140102,L01,11,11,2014 AA PROMO BOX,3,EXW,VIR90DDF,20140107,
,13415000,310146,,20140102,20140701,L01,11,11,2014 AA PROMO BOX,3,EXW,VIR90DDF,20140704,
,13415001,310145,,20140102,20140102,L01,11,11,2014 AA PROMO BOX,3,EXW,VIR90DDF,20131220,
,13415002,310160,,20140102,20140215,L01,11,11,2014 AA PROMO BOX,1,EXW,VIR60DDF,20131217,
,13415003,310034,,20140102,20140102,L01,11,11,COFFRET AA 2014,3,EXW,VIR90DDF,20140103,
,13530767,310053,,20150624,20150702,L01,15,12,Etuis maquillage,1,FOB,VIR90DDF,20150708,
17427,13539115,310042,310042,20151119,20151127,L01,15,12,Amman,4,EXW,VIR60DDF,20151125,USSAC
17578,13539540,310053,310053,20151126,20151202,L01,15,12,CM décembre 2015,1,FOB,VIR90DDF,20160125,LE HAVRE
17613,13539870,310141,310141,20151201,20151209,L01,15,12,stock order,3,EXW,VIR60DDF,20160308,Ussac
17619,13539924,310104,310104,20151202,20151209,L01,15,12,2015-30144,3,EXW,VIR90DDF,20160115,USSAC
26111,13830300,310073,310073A,20180622,20180704,L01,15,12,CDE AIR N° 736,1,EXW,VIR90DDF,20180807,Ussac
,13836946,310080,,20181026,20181112,L01,12,11,TENNIS SPONSOR HK,4,FCA,VIR90DDF,20181113,
,13836948,310080,,20181026,20181112,L01,12,11,TENNIS SPONSOR HK FO,4,FCA,VIR90DDF,20181113,
,13942905,310211,,20191223,20210305,L01,15,14,SAMPLING AW20 CARE,4,EXW,VIR60DDF,20210308,
